Source.IP,Source.Port,Destination.IP,Destination.Port,Total_Length_of_Bwd_Packets,Fwd_Packet_Length_Max,Fwd_Packet_Length_Min,Fwd_Packet_Length_Mean,Fwd_Packet_Length_Std,Bwd_Packet_Length_Max,Bwd_Packet_Length_Min,Bwd_Packet_Length_Mean,Bwd_Packet_Length_Std,Flow_Bytes_Sec,Flow_Packets_Sec,Flow_IAT_Mean,Flow_IAT_Std,Flow_IAT_Max,Flow_IAT_Min,Fwd_IAT_Total,Fwd_IAT_Mean,Fwd_IAT_Std,Fwd_IAT_Max,Fwd_IAT_Min,Bwd_IAT_Total,Bwd_IAT_Mean,Bwd_IAT_Std,Bwd_IAT_Max,Bwd_IAT_Min,Fwd_Header_Length,Bwd_Header_Length,Fwd_Packets_Sec,Bwd_Packets_Sec,Min_Packet_Length,Max_Packet_Length,Packet_Length_Mean,Packet_Length_Std,Packet_Length_Variance,SYN_Flag_Count,Down_Up_Ratio,Average_Packet_Size,Avg_Fwd_Segment_Size,Avg_Bwd_Segment_Size,Subflow_Fwd_Packets,Subflow_Fwd_Bytes,Subflow_Bwd_Packets,Subflow_Bwd_Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active_Mean,Active_Std,Active_Max,Active_Min,Idle_Mean,Idle_Std,Idle_Max,Idle_Min,Label
10.200.7.6,3128,192.168.131.26,49487,21848,878,0,56.03703704,192.3457387,2896,0,840.3076923,1149.637222,103583,45433,2220404.942,4129438.455,10017039,3,115461057,4440809.885,4979212.881,10048016,3,110573878,4422955.12,5086776.838,10048120,85,872,840,0.233845079,0.22518415,0,2896,432.6111111,893.80637,798889.827,0,0,440.7735849,56.03703704,840.3076923,27,1513,26,21848,29200,125,4,32,41108,33417.00443,141864,30974,10011072.64,17102.53864,10017039,9960014,BENIGN
10.200.7.6,3128,192.168.131.26,49487,0,168,0,31.42857143,60.9531436,0,0,0,0,5.862016134,0.213164223,5361392.857,11147891.11,30368593,308,36762259,6127043.167,12008593.59,30368593,308,0,0,0,0,0,224,40,0.186518695,0.026645528,0,168,24.44444444,54.57589008,2978.527778,1,0,27.5,31.42857143,0,7,220,1,0,-1,29200,4,0,2473653,0,2473653,2473653,30368593,0,30368593,30368593,DoS slowloris
192.168.32.129,53994,10.200.7.5,3128,0,362,0,52.30769231,127.9969952,0,0,0,0,11.08056587,0.228129297,4720669.769,16900000,60900000,2,61400000,5112943.583,17600000,60900000,2,0,0,0,0,0,424,40,0.211834347,0.01629495,0,362,45.33333333,119.9229912,14381.52381,1,0,48.57142857,52.30769231,0,13,680,1,0,-1,29200,2,0,253348,0,253348,253348,60900000,0,60900000,60900000,DoS Hulk
10.200.7.5,3128,192.168.32.129,53994,96,32,32,32,0,48,48,48,0,309760,149484,59.66666667,19.34769581,82,48,49,49,0,49,49,48,48,0,48,48,40,40,11173.18436,11173.18436,32,48,38.4,8.76356092,76.8,0,1,48,32,48,2,64,2,96,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
192.168.32.129,53995,10.200.7.5,3128,124,40,40,40,0,62,62,62,0,262504,102941,10476.66667,18142.65489,31426,1,1,1,0,1,1,3,3,0,3,3,64,40,63.63347121,63.63347121,40,62,48.8,12.04989627,145.2,0,1,61,40,62,2,80,2,124,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
192.168.32.129,53996,10.200.7.5,3128,0,0,0,0,0,0,0,0,0,0,233.2089552,8576,0,8576,8576,0,0,0,0,0,0,0,0,0,0,20,20,116.6044776,116.6044776,0,0,0,0,0,0,1,0,0,0,1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,DoS Hulk
10.200.7.5,3128,192.168.32.129,53995,0,29,0,7.25,14.5,0,0,0,0,110157,161822,45127.66667,78035.27203,135235,3,135383,45127.66667,78035.27203,135235,3,0,0,0,0,0,128,0,29.54580708,0,0,29,5.8,12.96919427,168.2,0,0,7.25,7.25,0,4,29,0,0,33061,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
10.200.7.195,35373,179.1.4.216,443,0,362,0,217.2,198.2755658,0,0,0,0,496.191071,2.741387133,437734.6,592339.0918,1481475,7812,1927618,481904.5,674399.1888,1481475,7812,0,0,0,0,0,160,40,2.284489277,0.456897855,0,362,155.1428571,193.4971391,37441.14286,1,0,181,217.2,0,5,1086,1,0,-1,29200,3,0,0,0,0,0,0,0,0,0,DoS Hulk
10.200.7.195,49319,179.1.4.251,443,0,168,0,27.75,57.15580211,0,0,0,0,3.910533408,0.158535138,7096218.625,13259855.5,37299044,4,56768280,8109754.286,13983562.5,37299044,4,0,0,0,0,0,256,40,0.140920123,0.017615015,0,168,22.2,51.74681955,2677.733333,1,0,24.66666667,27.75,0,8,222,1,0,-1,29200,5,0,2093407.5,2675180.822,3985046,201769,26178208,15727237.1,37299044,15057372,DoS slowloris
10.200.7.5,3128,192.168.32.129,53996,0,168,0,27.375,57.283599,0,0,0,0,4.804947859,0.197463611,5697252.25,14685634.54,41941146,4,45576513,6510930.429,15666306.69,41941146,4,0,0,0,0,0,256,40,0.175523209,0.021940401,0,168,21.9,51.82116685,2685.433333,1,0,24.33333333,27.375,0,8,219,1,0,-1,29200,5,0,3376,0,3376,3376,41941146,0,41941146,41941146,DoS slowloris
10.200.7.5,3128,192.168.32.129,53996,5819,198,0,47.375,73.901358,2582,0,831.2857143,1012.919331,12801,135923,422493.6429,1509695.782,5666064,3,5914911,844987.2857,2126445.288,5666064,3,217666,36277.66667,70885.13038,178185,10,172,152,1.352514011,1.183449759,0,2582,387.375,759.3207381,576567.9833,0,0,413.2,47.375,831.2857143,8,379,7,5819,8192,119,7,20,248844,0,248844,248844,5666064,0,5666064,5666064,BENIGN
10.200.7.196,53173,178.255.83.1,80,0,189,0,87.90909091,93.1573449,0,0,0,0,21.45370576,0.266230061,4097618,7500653.249,21776366,1005,45072793,4507279.3,7775585.221,21776366,9323,0,0,0,0,0,352,40,0.244044223,0.022185838,0,189,74.38461538,91.22366146,8321.75641,1,0,80.58333333,87.90909091,0,11,967,1,0,-1,29200,8,0,3278597,0,3278597,3278597,18838821.5,4154315.272,21776366,15901277,DoS slowloris
10.200.7.196,53173,178.255.83.1,80,0,370,0,42.375,116.3425259,0,0,0,0,24.00044603,0.601781095,1765592.188,5267108.316,20700000,2,27200000,1816219.533,5447943.907,20700000,2,0,0,0,0,0,588,40,0.566382207,0.035398888,0,370,37.66666667,110.1405519,12130.94118,1,0,39.88235294,42.375,0,16,678,1,0,-1,29200,2,0,632114.5,887438.1023,1259628,4601,13400000,10400000,20700000,6016409,DoS Hulk
192.168.131.26,49438,10.200.7.6,3128,0,340,0,68,152.0526225,0,0,0,0,4.169243525,0.073574886,16300000,36400000,81400000,26,81500000,20400000,40700000,81400000,26,0,0,0,0,0,156,20,0.061312405,0.012262481,0,340,48.57142857,128.5079208,16514.28571,0,0,56.66666667,68,0,5,340,1,0,-1,0,1,0,888,0,888,888,81400000,0,81400000,81400000,DoS Hulk
74.119.117.66,443,10.200.7.196,60313,185,57,57,57,0,185,185,185,0,291978,218042,30560,0,30560,30560,0,0,0,0,0,0,0,0,0,0,32,32,32.72251309,32.72251309,57,185,99.66666667,73.90083446,5461.333333,0,1,149.5,57,185,1,57,1,185,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
10.200.7.6,3128,192.168.131.26,49438,0,168,0,25.55555556,53.8379771,0,0,0,0,5.430363637,0.236102767,4706048.667,8569049.998,23107234,4,42353395,5294174.375,8964411.619,23107234,4,0,0,0,0,0,288,40,0.21249249,0.023610277,0,168,20.90909091,49.25130363,2425.690909,1,0,23,25.55555556,0,9,230,1,0,-1,29200,6,0,99831,138304.4295,197627,2035,19334724.5,5335134.099,23107234,15562215,DoS slowloris
10.200.7.6,3128,192.168.131.26,49438,0,168,0,21.81818182,48.93836569,0,0,0,0,4.443026296,0.222151315,4910657.818,7402561.252,19049025,4,54016318,5401631.8,7611855.018,19049025,4,0,0,0,0,0,352,40,0.203638705,0.01851261,0,168,18.46153846,45.41955413,2062.935897,1,0,20,21.81818182,0,11,240,1,0,-1,29200,7,0,2658245,3150125.355,4885720,430770,16082208.33,2608969.284,19049025,14145788,DoS slowloris
172.19.1.64,49870,10.200.7.8,3128,0,322,0,92,157.1199117,0,0,0,0,1614.071495,20.05057758,56998.71429,94525.86968,229439,5,384118,64019.66667,101528.8154,229439,5,0,0,0,0,0,260,40,17.54425538,2.506322198,0,322,71.55555556,141.9886537,20160.77778,1,0,80.5,92,0,7,644,1,0,-1,29200,2,0,0,0,0,0,0,0,0,0,DoS Hulk
10.200.7.194,46055,179.1.4.238,80,12721,1386,0,307.875,512.7485251,2639,0,978.5384615,892.9251196,315289,112079,68313.64286,200840.71,1004894,3,907885,60525.66667,106596.6074,378855,184,1888985,157415.4167,303557.7655,1004936,3,520,424,8.364779677,6.796383488,0,2639,588.2333333,767.7884804,589499.1506,0,0,608.5172414,307.875,978.5384615,16,4926,13,12721,29200,51,6,32,0,0,0,0,0,0,0,0,BENIGN
198.232.124.36,443,10.200.7.217,53517,6,6,6,6,0,6,6,6,0,102704,175033,60,0,60,60,0,0,0,0,0,0,0,0,0,0,20,20,16666.66667,16666.66667,6,6,6,0,0,0,1,9,6,6,1,6,1,6,29200,256,0,20,0,0,0,0,0,0,0,0,BENIGN
198.232.124.36,443,10.200.7.217,53517,0,23,6,14.5,12.02081528,0,0,0,0,278662,201184,4,0,4,4,4,4,0,4,4,0,0,0,0,0,40,0,500000,0,6,23,17.33333333,9.814954576,96.33333333,1,0,26,14.5,0,2,29,0,0,946,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
74.119.117.66,443,10.200.7.196,60313,0,409,0,81.8,182.9103606,0,0,0,0,1773.557088,26.01795239,46122,77639.68311,183403,1287,216770,54192.5,87195.22573,183403,1287,0,0,0,0,0,160,40,21.68162699,4.336325398,0,409,58.42857143,154.5874695,23897.28571,1,0,68.16666667,81.8,0,5,409,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
192.168.131.26,49432,10.200.7.6,3128,0,333,0,30.27272727,100.4032777,0,0,0,0,2.783087885,0.100291455,10900000,25500000,79300000,4,120000000,12000000,26600000,79300000,4,0,0,0,0,0,428,20,0.091933834,0.008357621,0,333,25.61538462,92.35758267,8529.923077,0,0,27.75,30.27272727,0,11,333,1,0,-1,0,1,0,651489.5,593522.0976,1071173,231806,59200000,28500000,79300000,39100000,DoS Hulk
10.200.7.196,60312,74.119.117.66,443,0,0,0,0,0,0,0,0,0,2,205557,37,0,37,37,0,0,0,0,0,0,0,0,0,0,32,32,27027.02703,27027.02703,0,0,0,0,0,0,1,0,0,0,1,0,1,0,349,65535,0,32,0,0,0,0,0,0,0,0,BENIGN
10.200.7.6,3128,192.168.131.26,49432,6,6,6,6,0,6,6,6,0,120347,182223,51,0,51,51,0,0,0,0,0,0,0,0,0,0,20,20,19607.84314,19607.84314,6,6,6,0,0,0,1,9,6,6,1,6,1,6,34770,64209,0,20,0,0,0,0,0,0,0,0,BENIGN
10.200.7.6,3128,192.168.131.26,49432,98,46,46,46,0,98,98,98,0,122269,173867,60060,0,60060,60060,0,0,0,0,0,0,0,0,0,0,32,20,16.65001665,16.65001665,46,98,63.33333333,30.022214,901.3333333,0,1,95,46,98,1,46,1,98,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
10.200.7.194,39102,179.1.4.230,443,0,343,0,68.6,153.3942633,0,0,0,0,2201.823084,38.51585569,31156,59690.90816,136935,5,136957,34239.25,68463.83341,136935,5,0,0,0,0,0,184,40,32.09654641,6.419309282,0,343,49,129.6418142,16807,1,0,57.16666667,68.6,0,5,343,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
192.168.51.50,62827,10.200.7.6,3128,0,403,0,40.3,127.4397897,0,0,0,0,1942.936486,53.03300581,20741.8,56846.24404,181873,1,190616,21179.55556,60276.66678,181873,1,0,0,0,0,0,308,40,48.21182347,4.821182347,0,403,33.58333333,116.3360792,13534.08333,1,0,36.63636364,40.3,0,10,403,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
192.168.51.50,62827,10.200.7.6,3128,0,319,0,63.8,134.5022098,0,0,0,0,10.97759813,0.189268933,5811836,18000000,57000000,2,1088166,120907.3333,217155.5238,640630,2,0,0,0,0,0,352,20,0.172062667,0.017206267,0,319,53.16666667,124.1705816,15418.33333,0,0,58,63.8,0,10,638,1,0,-1,0,2,0,0,0,0,0,57000000,0,57000000,57000000,DoS Hulk
10.200.7.196,39636,172.217.7.35,443,182,34,34,34,0,91,91,91,0,178578,223782,17054.6,24926.64404,54972,1,30298,10099.33333,17489.09438,30294,1,3,3,0,3,3,80,40,46.90816554,23.45408277,34,91,50.28571429,27.81315208,773.5714286,0,0,58.66666667,34,91,4,136,2,182,-1,-1,3,20,0,0,0,0,0,0,0,0,BENIGN
192.168.10.47,51893,10.200.7.6,3128,0,0,0,0,0,0,0,0,0,2,108491,142400,0,142400,142400,0,0,0,0,0,0,0,0,0,0,32,32,7.02247191,7.02247191,0,0,0,0,0,0,1,0,0,0,1,0,1,0,652,243,0,32,0,0,0,0,0,0,0,0,BENIGN
10.200.7.194,57789,216.58.202.226,443,97,44,44,44,0,97,97,97,0,208605,216547,31093,0,31093,31093,0,0,0,0,0,0,0,0,0,0,20,32,32.16157978,32.16157978,44,97,61.66666667,30.59956427,936.3333333,0,1,92.5,44,97,1,44,1,97,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
94.31.29.64,443,10.200.7.217,44795,0,405,0,54.92307692,135.4901359,0,0,0,0,7.085190244,0.138925299,7751814,27500000,99100000,3,101000000,8377980.833,28600000,99100000,3,0,0,0,0,0,444,40,0.129002063,0.009923236,0,405,47.6,126.9194345,16108.54286,1,0,51,54.92307692,0,13,714,1,0,-1,29200,2,0,467222,0,467222,467222,99100000,0,99100000,99100000,DoS Hulk
94.31.29.64,443,10.200.7.217,44795,0,374,0,67.36363636,149.8828027,0,0,0,0,7.263075393,0.117620654,9274808.909,30600000,102000000,2,102000000,10200000,32100000,102000000,2,0,0,0,0,0,360,40,0.107818933,0.009801721,0,374,57,139.1426127,19360.66667,1,0,61.75,67.36363636,0,11,741,1,0,-1,29200,2,0,151832,0,151832,151832,102000000,0,102000000,102000000,DoS Hulk
10.200.7.196,37558,172.217.29.65,443,0,0,0,0,0,0,0,0,0,2,162150,50338,71122.21427,100629,47,100676,100676,0,100676,100676,0,0,0,0,0,64,32,19.86570782,9.932853908,0,0,0,0,0,0,0,0,0,0,2,0,1,0,162,904,0,32,0,0,0,0,0,0,0,0,BENIGN
10.200.7.196,46524,172.217.29.65,443,0,409,0,44.05882353,124.9702317,0,0,0,0,6.724108025,0.161594051,6552367,24900000,103000000,2,111000000,6960262.375,25700000,103000000,2,0,0,0,0,0,644,40,0.152616604,0.008977447,0,409,39.42105263,118.6391896,14075.25731,1,0,41.61111111,44.05882353,0,17,749,1,0,-1,29200,2,0,758246.5,647834.9695,1216335,300158,54900000,68000000,103000000,6823290,DoS Hulk
10.200.7.196,49393,172.217.29.65,443,0,168,0,26.25,57.78469891,0,0,0,0,3.487395912,0.149459825,7527106.375,10414203.2,25056799,12,59220180,8460025.714,10881562.71,25056799,12,0,0,0,0,0,276,40,0.132853178,0.016606647,0,168,21,52.14935815,2719.555556,1,0,23.33333333,26.25,0,8,210,1,0,-1,29200,4,0,999902,0,999902,999902,19738983,4613693.409,25056799,16802962,DoS slowloris
172.217.29.65,443,10.200.7.196,37559,0,6,6,6,0,0,0,0,0,190986,219948,3,0,3,3,3,3,0,3,3,0,0,0,0,0,40,0,666666.6667,0,6,6,6,0,0,0,0,9,6,0,2,12,0,0,0,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
10.200.7.196,37556,172.217.29.65,443,0,364,0,55.75,130.8101504,0,0,0,0,16.24946233,0.315759358,3430882.75,11100000,38500000,1,41100000,3740312.182,11600000,38500000,1,0,0,0,0,0,428,40,0.291470176,0.024289181,0,364,47.78571429,122.0190266,14888.64286,1,0,51.46153846,55.75,0,12,669,1,0,-1,29200,2,0,2480841,0,2480841,2480841,38500000,0,38500000,38500000,DoS Hulk
10.200.7.196,37557,172.217.29.65,443,0,6,6,6,0,0,0,0,0,30028,128305,999882,0,999882,999882,999882,999882,0,999882,999882,0,0,0,0,0,40,0,2.000236028,0,6,6,6,0,0,0,0,9,6,0,2,12,0,0,4729,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
10.200.7.196,37565,172.217.29.65,443,0,356,0,53.53846154,130.7265692,0,0,0,0,8.804966649,0.177111398,6080484.308,21700000,78200000,3,78800000,6566942.583,22600000,78200000,3,0,0,0,0,0,496,40,0.164460584,0.012650814,0,356,46.4,122.4866173,15002.97143,1,0,49.71428571,53.53846154,0,13,696,1,0,-1,29200,2,0,404873,0,404873,404873,78200000,0,78200000,78200000,DoS Hulk
192.168.180.63,54688,10.200.7.6,3128,0,6,6,6,0,0,0,0,0,290170,105822,15326,0,15326,15326,15326,15326,0,15326,15326,0,0,0,0,0,40,0,130.4971943,0,6,6,6,0,0,0,0,9,6,0,2,12,0,0,252,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
10.200.7.196,36167,213.239.207.69,80,0,350,0,35,110.6797181,0,0,0,0,22.4523481,0.705645226,1558857,4403605.987,14100000,1,14600000,1620941.444,4666085.192,14100000,1,0,0,0,0,0,396,40,0.64149566,0.064149566,0,350,29.16666667,101.0362971,10208.33333,1,0,31.81818182,35,0,10,350,1,0,-1,29200,1,0,1000097,0,1000097,1000097,14100000,0,14100000,14100000,DoS Hulk
10.200.7.199,47049,207.244.80.182,443,0,0,0,0,0,0,0,0,0,0,712.2507123,2106,2952.877918,4194,18,4194,4194,0,4194,4194,0,0,0,0,0,40,20,474.8338082,237.4169041,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,DoS Hulk
10.200.7.196,34727,74.119.117.78,443,0,37,0,18.5,26.1629509,0,0,0,0,34608,219948,3,0,3,3,3,3,0,3,3,0,0,0,0,0,64,0,666666.6667,0,0,37,24.66666667,21.36195996,456.3333333,1,0,37,18.5,0,2,37,0,0,972,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.131.26,49481,10.200.7.6,3128,46,46,6,27,20.1246118,46,46,46,0,157884,70623,1110799.4,2427707.247,5453415,3,5553997,1388499.25,2710277.352,5453415,3,0,0,0,0,0,100,20,0.900252557,0.180050511,6,46,32.42857143,18.86670032,355.952381,1,0,37.83333333,27,46,5,135,1,46,255,148,4,20,93518,0,93518,93518,5453415,0,5453415,5453415,BENIGN
10.200.7.6,3128,192.168.131.26,49481,0,0,0,0,0,0,0,0,0,2,127637,103,0,103,103,0,0,0,0,0,0,0,0,0,0,32,32,9708.737864,9708.737864,0,0,0,0,0,0,1,0,0,0,1,0,1,0,114,33304,0,32,0,0,0,0,0,0,0,0,BENIGN
10.200.7.6,3128,192.168.131.26,49481,0,374,0,55.8,136.2859224,0,0,0,0,27.5184566,0.51782042,2027730,8537340.151,38300000,2,40500000,2133884.421,8757711.621,38300000,2,0,0,0,0,0,708,40,0.493162305,0.024658115,0,374,50.72727273,130.6694054,17074.49351,1,0,53.14285714,55.8,0,20,1116,1,0,-1,29200,3,0,256458,0,256458,256458,38300000,0,38300000,38300000,DoS Hulk
10.200.7.217,34382,23.9.53.63,443,252,35,35,35,0,63,63,63,0,288817,114673,7224.428571,12664.21694,30569,1,50404,16801.33333,29097.29888,50400,1,19999,6666.333333,11542.96398,19995,1,80,80,79.09671551,79.09671551,35,63,47.44444444,14.75729575,217.7777778,0,1,53.375,35,63,4,140,4,252,-1,-1,3,20,0,0,0,0,0,0,0,0,BENIGN
10.200.7.217,47648,23.9.53.63,443,0,308,0,38.5,105.2020279,0,0,0,0,6.207139187,0.171300919,6202535.312,24700000,98900000,2,99200000,6615959.6,25500000,98900000,2,0,0,0,0,0,580,40,0.161224394,0.010076525,0,308,34.22222222,99.60129668,9920.418301,1,0,36.23529412,38.5,0,16,616,1,0,-1,29200,2,0,146572,0,146572,146572,98900000,0,98900000,98900000,DoS Hulk
10.200.7.217,37015,23.9.53.63,443,0,297,0,42.42857143,112.2554485,0,0,0,0,240.0275426,6.465388352,176765.4286,373839.9997,1010873,2,226485,37747.5,73275.81448,185890,2,0,0,0,0,0,256,40,5.657214808,0.808173544,0,297,33,99,9801,1,0,37.125,42.42857143,0,7,297,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
23.9.53.63,443,10.200.7.217,40797,60,44,44,44,0,60,60,60,0,205393,236186,23460,0,23460,23460,0,0,0,0,0,0,0,0,0,0,32,32,42.62574595,42.62574595,44,60,49.33333333,9.237604307,85.33333333,0,1,74,44,60,1,44,1,60,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
10.200.7.217,46954,23.9.53.63,443,96,32,32,32,0,48,48,48,0,307479,147698,60.66666667,99.01683359,175,3,4,4,0,4,4,3,3,0,3,3,40,40,10989.01099,10989.01099,32,48,38.4,8.76356092,76.8,0,1,48,32,48,2,64,2,96,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
10.200.7.217,38816,23.9.53.63,443,489,316,0,63.2,141.3194962,489,0,244.5,345.775216,42299,93895,102531.1667,114741.0282,227692,71,615187,153796.75,107012.4521,227763,349,228114,228114,0,228114,228114,172,72,8.127609979,3.251043992,0,489,100.625,191.9724218,36853.41071,0,0,115,63.2,244.5,5,316,2,489,65535,514,1,32,0,0,0,0,0,0,0,0,BENIGN
10.200.7.6,3128,192.168.131.26,49481,0,345,0,34.5,109.0985793,0,0,0,0,157.5559015,5.023521498,218969.9,628904.6486,2002773,3,186926,20769.55556,54983.66206,167198,3,0,0,0,0,0,388,40,4.566837725,0.456683773,0,345,28.75,99.59292144,9918.75,1,0,31.36363636,34.5,0,10,345,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
192.168.131.26,49480,10.200.7.6,3128,0,288,0,36,101.8233765,0,0,0,0,229.9263517,7.185198491,156571.875,349194.7227,1000610,2,251965,35995,81021.44225,219105,2,0,0,0,0,0,288,40,6.386843103,0.798355388,0,288,28.8,91.07359661,8294.4,1,0,32,36,0,8,288,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
10.200.7.6,3128,192.168.131.26,49480,0,351,0,50.23076923,123.0190729,0,0,0,0,5.756189819,0.123409889,8726392.077,27800000,101000000,3,113000000,9453003.833,28900000,101000000,3,0,0,0,0,0,464,40,0.114594897,0.008814992,0,351,43.53333333,115.2567734,13284.12381,1,0,46.64285714,50.23076923,0,13,653,1,0,-1,29200,2,0,2083905,2738306.365,4020180,147630,54500000,65700000,101000000,8008337,DoS Hulk
10.200.7.6,3128,192.168.131.26,49480,0,310,0,47.38461538,115.6672948,0,0,0,0,14.55610783,0.330820632,3255308.077,10400000,37900000,3433,41300000,3443715.583,10900000,37900000,3433,0,0,0,0,0,448,40,0.307190587,0.023630045,0,310,41.06666667,108.3772951,11745.6381,1,0,44,47.38461538,0,13,616,1,0,-1,29200,2,0,1247007,0,1247007,1247007,37900000,0,37900000,37900000,DoS Hulk
10.200.7.217,46954,23.9.53.63,443,266,37,37,37,0,133,133,133,0,156218,166901,357535.6667,619224.0412,1072554,4,49,49,0,49,49,4,4,0,4,4,40,88,1.864615838,1.864615838,37,133,75.4,52.58136552,2764.8,0,1,94.25,37,133,2,74,2,266,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
10.200.7.217,37015,23.9.53.63,443,0,168,0,47.375,74.81011677,0,0,0,0,6.099575653,0.144844804,7766933.75,12764393.6,32856247,4,62134566,8876366.571,13364013.25,32856247,4,0,0,0,0,0,256,40,0.128750937,0.016093867,0,168,37.9,68.93386525,4751.877778,1,0,42.11111111,47.375,0,8,379,1,0,-1,29200,5,0,120585.5,118285.5295,204226,36945,20631433,13154845.23,32856247,6710992,DoS slowloris
10.200.7.217,34382,23.9.53.63,443,0,0,0,0,0,0,0,0,0,2,151235,65,89.09545443,128,2,2,2,0,2,2,0,0,0,0,0,64,32,15384.61538,7692.307692,0,0,0,0,0,0,0,0,0,0,2,0,1,0,357,32832,0,32,0,0,0,0,0,0,0,0,BENIGN
10.200.7.217,47648,23.9.53.63,443,0,319,0,53.16666667,130.2312047,0,0,0,0,70.72562272,1.551972912,751731.3333,1601827.659,4013058,2,497330,99466,128215.9291,274093,2,0,0,0,0,0,188,40,1.330262496,0.221710416,0,319,39.875,112.7835316,12720.125,1,0,45.57142857,53.16666667,0,6,319,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
10.200.7.217,38816,23.9.53.63,443,0,0,0,0,0,0,0,0,0,0,0.080388838,15500000,21900000,48200000,2005105,60200000,20100000,24400000,48200000,4007188,0,0,0,0,0,160,40,0.06431107,0.016077768,0,0,0,0,0,1,0,0,0,0,4,0,1,0,-1,29200,0,0,6012293,0,6012293,6012293,28100000,28400000,48200000,8006651,DoS Hulk
192.168.220.105,50192,10.200.7.6,3128,1246,1021,0,119.6818182,305.3231522,539,0,69.22222222,175.4012394,161590,33019,2998308.231,4518782.02,10027083,4,116934021,5568286.714,4915073.435,10063993,4,112115706,6595041.529,4825391.418,10063924,231,712,584,0.188140285,0.15393296,0,1021,94.6097561,250.7520566,62876.5939,0,0,96.975,119.6818182,69.22222222,22,2633,18,1246,29200,383,5,32,180548.9091,476585.0833,1617507,36819,10011770.91,5768.214238,10027083,10002034,BENIGN
10.200.7.196,60206,216.58.202.226,443,0,338,0,39.35294118,111.096209,0,0,0,0,6.645798066,0.17881071,5921477.118,19500000,79600000,2,101000000,6291569.312,20100000,79600000,1853,0,0,0,0,0,528,20,0.168876782,0.009933928,0,338,35.21052632,105.4748938,11124.95322,0,0,37.16666667,39.35294118,0,17,669,1,0,-1,0,2,0,774047.5,689944.5925,1261912,286183,49000000,43300000,79600000,18400000,DoS Hulk
10.200.7.199,33138,104.91.156.236,80,0,293,0,48.83333333,119.6167491,0,0,0,0,1411.082536,33.71186947,34607,69130.57723,174751,1,192301,38460.2,76566.58708,174751,1,0,0,0,0,0,192,40,28.89588812,4.815981353,0,293,36.625,103.5911434,10731.125,1,0,41.85714286,48.83333333,0,6,293,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
192.168.90.46,52990,10.200.7.6,3128,0,409,0,68.16666667,166.9735508,0,0,0,0,2150.334117,36.80278439,31700.5,72582.21755,179667,2,180736,36147.2,80230.44512,179667,2,0,0,0,0,0,192,40,31.54524377,5.257540628,0,409,51.125,144.6033368,20910.125,1,0,58.42857143,68.16666667,0,6,409,1,0,-1,29200,1,0,0,0,0,0,0,0,0,0,DoS Hulk
10.200.7.196,42703,52.84.144.140,443,0,364,0,78.23529412,145.8507497,0,0,0,0,16.67886439,0.225728992,4690684.706,12000000,40600000,3,79700000,4982785.5,12300000,40600000,3,0,0,0,0,0,568,40,0.213188492,0.0125405,0,364,70,139.7044499,19517.33333,1,0,73.88888889,78.23529412,0,17,1330,1,0,-1,29200,4,0,3728788,4943681.906,7224499,233077,36100000,6348082.948,40600000,31600000,DoS Hulk
10.200.7.6,3128,192.168.90.46,52990,652,45,45,45,0,326,326,326,0,269983,197855,24229.4,38257.46333,87520,3,33624,11208,19406.76328,33617,3,3,3,0,3,3,128,40,33.01773878,16.50886939,45,326,125.2857143,137.1139602,18800.2381,0,0,146.1666667,45,326,4,180,2,652,-1,-1,3,20,0,0,0,0,0,0,0,0,BENIGN
